"name","sku","memory_capacity","memory_speed","dram_module_brand"
"Elixir DDR2 1GB PC2-6400S 800MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524041505","1GB","","Blank"
"Elixir DDR2 1GB PC2-4200S 533MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524041637","1GB","","Blank"
"Nanya DDR2 1GB PC2-5300S 667MHz Lodimm Desktop Memory DRAM 240pin","osst-20110524042401","1GB","","Nanya"
"Samsung DDR1 512MB PC 2100E 266MHz Server DRAM Memory ModuleECC","osst-20110803062104","512MB","","Blank"
"Samsung DDR1 512MB PC 2700E 333MHz Server DRAM Memory Module ECC","osst-20110803071536","512MB","","Blank"
"Samsung DDR1 512MB PC 3200E 400MHz Server DRAM Memory Module ECC","osst-20110803073247","512MB","","Blank"
"Samsung DDR1 1GB PC 2100E 266MHz Server DRAM Memory Module ECC","osst-20110803073835","1GB","","Blank"
"Samsung DDR1 1GB PC 2700E 333MHz Server DRAM Memory Module ECC","osst-20110803080129","1GB","","Blank"
"Samsung DDR1 1GB PC 3200E 400MHz Server DRAM Memory Module ECC","osst-20110803080618","1GB","","Blank"
"Samsung DDR1 2GB PC 2100R 266MHz Server DRAM Memory Module ECC REG","osst-20110902075954","2GB","","Blank"
"Samsung DDR1 2GB PC 2700R 333MHz Server DRAM Memory Module ECC REG","osst-20110902080957","2GB","","Blank"
"Hynix DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110903080634","512MB","","Blank"
"Hynix DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110903082550","512MB","","Blank"
"Hynix DDR1 512MB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110903083653","512MB","","Blank"
"Hynix DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110903083929","1GB","","Blank"
"Hynix DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110903084733","1GB","","Blank"
"Samsung DDR3 1GB PC3-8500E 1066 Mhz Server DRAM Memory Module ECC ","osst-20110903085036","1GB","","Blank"
"Hynix DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110903085737","1GB","","Blank"
"Hynix DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110905023227","1GB","","Blank"
"Hynix DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110905024015","512MB","","Blank"
"Hynix DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110905024338","512MB","","Blank"
"Hynix DDR1 512MB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110905024524","512MB","","Blank"
"Hynix DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110905025859","2GB","","Blank"
"Hynix DDR1 2GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110905030200","2GB","","Blank"
"Hynix DDR1 2GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110905030328","2GB","","Blank"
"Micron DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110905030937","2GB","","Blank"
"Micron DDR1 2GB PC 2700R  333Mhz Server DRAM Memory Module ECC REG","osst-20110905031434","2GB","","Blank"
"Micron DDR1 2GB PC 3200R  400Mhz Server DRAM Memory Module ECC REG","osst-20110905031720","2GB","","Blank"
"Micron DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110905074254","1GB","","Blank"
"Micron DDR1 1GB PC 2700R  333Mhz Server DRAM Memory Module ECC REG","osst-20110905074555","1GB","","Blank"
"Micron DDR1 1GB PC 3200R  400Mhz Server DRAM Memory Module ECC REG","osst-20110905074732","1GB","","Blank"
"Micron DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110905075038","512MB","","Blank"
"Micron DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110905075326","512MB","","Blank"
"Micron DDR1 512MB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110905075536","512MB","","Blank"
"Micron DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110905075814","512MB","","Blank"
"Micron DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110905082849","512MB","","Blank"
"Micron DDR1 512MB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110905083345","512MB","","Blank"
"Micron DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110905083731","1GB","","Blank"
"Micron DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110905084128","1GB","","Blank"
"Micron DDR1 1GB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110905084420","1GB","","Blank"
"Qimonda DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110906035316","512MB","","Blank"
"Samsung DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110906041722","512MB","","Blank"
"Qimonda DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110906054456","512MB","","Blank"
"Qimonda DDR1 512MB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110906054704","512MB","","Blank"
"Qimonda DDR1 1GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110906055525","1GB","","Blank"
"Qimonda DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110906060051","1GB","","Blank"
"Qimonda DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110906060247","1GB","","Blank"
"Qimonda DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110906061535","2GB","","Blank"
"Qimonda DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110906071719","512MB","","Blank"
"Samsung DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110906073456","1GB","","Blank"
"Qimonda DDR1 2GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110906073801","2GB","","Blank"
"Qimonda DDR1 2GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110906074101","2GB","","Blank"
"Samsung DDR3 1GB PC3-10600 1333 Server RAM Dram ECC REG","osst-20110906074611","1GB","","Blank"
"Qimonda DDR1 512MB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110906074709","512MB","","Blank"
"Samsung DDR3 1GB PC3-8500 1066 Server RAM Dram ECC REG","osst-20110906075632","1GB","","Blank"
"Qimonda DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110906075745","512MB","","Blank"
"Qimonda DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110906080106","512MB","","Blank"
"Samsung DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110906081243","2GB","","Blank"
"Samsung DDR3 2GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110906082318","2GB","","Blank"
"Qimonda DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110906083108","1GB","","Blank"
"Samsung DDR3 2GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110906083543","2GB","","Blank"
"Qimonda DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110906083621","1GB","","Blank"
"Qimonda DDR1 1GB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110906083800","1GB","","Blank"
"Samsung DDR3 2GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110906084218","2GB","","Blank"
"Infineon DDR1 1GB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110906084416","1GB","PC-3200 / 400Mhz","Blank"
"Infineon DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110906084931","1GB","PC-2700 / 333Mhz","Blank"
"Infineon DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110906085139","1GB","","Blank"
"Infineon DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC","osst-20110906085343","512MB","","Blank"
"Nanya DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110907083543","512MB","","Nanya"
"Samsung DDR3 4GB  PC3-8500R 1066MHZ  Server RAM Dram ECC REG ","osst-20110907084311","4GB","","Blank"
"Micron DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110907085659","512MB","","Blank"
"Infineon DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110907090842","512MB","","Blank"
"Samsung DDR3 4GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110907091101","4GB","","Blank"
"Hynix DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110907091952","512MB","","Blank"
"Infineon DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC","osst-20110908014227","512MB","PC-2700 / 333Mhz","Blank"
"Infineon DDR1 512MB PC 3200E 400Mhz Server DRAM Memory Module ECC","osst-20110908014503","512MB","PC-3200 / 400Mhz","Blank"
"Infineon DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110908021550","512MB","","Blank"
"Infineon DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110908022320","512MB","PC-2700 / 333Mhz","Blank"
"Infineon DDR1 512MB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110908022527","512MB","PC-3200 / 400Mhz","Blank"
"Infineon DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110908022729","1GB","","Blank"
"Infineon DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110908023112","1GB","PC-2700 / 333Mhz","Blank"
"Infineon DDR1 1GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110908023401","1GB","PC-3200 / 400Mhz","Blank"
"Infineon DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110908023618","2GB","","Blank"
"Infineon DDR1 2GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110908023848","2GB","PC-2700 / 333Mhz","Blank"
"Infineon DDR1 2GB PC 3200R 400Mhz Server DRAM Memory Module ECC REG","osst-20110908024113","2GB","PC-3200 / 400Mhz","Blank"
"Nanya DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110908024527","512MB","","Nanya"
"Elpida DDR2 Server 512MB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110908024614","512MB","","Blank"
"Nanya DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110908025208","512MB","","Nanya"
"Nanya DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110908025357","1GB","","Nanya"
"Nanya DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110908025920","1GB","","Nanya"
"Nanya DDR1 2GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG","osst-20110908030103","2GB","","Nanya"
"Nanya DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG","osst-20110908030226","2GB","","Nanya"
"Nanya DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC ","osst-20110908030539","512MB","","Nanya"
"Elpida DDR3 1GB PC3-10600E 1333MHZ Server DRAM Memory ECC","osst-20110908031508","1GB","","Blank"
"Nanya DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC ","osst-20110908032029","512MB","","Nanya"
"Nanya DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC ","osst-20110908032212","1GB","","Nanya"
"Nanya DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC ","osst-20110908032357","1GB","","Nanya"
"Elpida DDR1 512MB PC 2100E 266Mhz Server DRAM Memory Module ECC ","osst-20110908032547","512MB","","Blank"
"Samsung DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20110908032712","512MB","","Blank"
"Elpida DDR1 512MB PC 2700E 333Mhz Server DRAM Memory Module ECC ","osst-20110908032926","512MB","","Blank"
"Elpida DDR1 1GB PC 2700E 333Mhz Server DRAM Memory Module ECC ","osst-20110908033105","1GB","","Blank"
"Elpida DDR1 1GB PC 2100E 266Mhz Server DRAM Memory Module ECC ","osst-20110908033306","1GB","","Blank"
"Elpida DDR1 512MB PC 2100R 266Mhz Server DRAM Memory Module ECC REG ","osst-20110908033444","512MB","","Blank"
"Elpida DDR1 512MB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ","osst-20110908033838","512MB","","Blank"
"Elpida DDR1 1GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ","osst-20110908034159","1GB","","Blank"
"Elpida DDR1 1GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG ","osst-20110908034330","1GB","","Blank"
"Elpida DDR1 2GB PC 2100R 266Mhz Server DRAM Memory Module ECC REG ","osst-20110908034458","2GB","","Blank"
"Elpida DDR1 2GB PC 2700R 333Mhz Server DRAM Memory Module ECC REG ","osst-20110908034618","2GB","","Blank"
"Samsung DDR2 Server 1GB PC2-4200F 533MHZ  DRAM Memory Module FBD","osst-20110908081205","1GB","","Blank"
"Samsung DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20110908082151","512MB","","Blank"
"Elpida DDR3 1GB PC3-8500R 1066MHZ  Server RAM DRAM ECC REG","osst-20110908082828","1GB","","Blank"
"Samsung DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20110908083122","512MB","","Blank"
"Samsung DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FBD","osst-20110908083152","512MB","","Blank"
"Elpida DDR3 1GB PC3-10600R 1333 MHZ Server RAM DRAM ECC REG","osst-20110908083716","1GB","","Blank"
"Elpida DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110908085402","1GB","","Blank"
"Elpida DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110908090331","2GB","","Blank"
"Samsung DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20110908090505","512MB","","Blank"
"Elpida DDR3 2GB PC3-10600E 1333MHZ Server DRAM Memory ECC","osst-20110908090647","2GB","","Blank"
"Samsung DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20110908090700","512MB","","Blank"
"Samsung DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20110909024148","1GB","","Blank"
"Samsung DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110909024721","1GB","","Blank"
"Samsung DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20110909025208","1GB","","Blank"
"Samsung DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20110909025438","1GB","","Blank"
"Samsung DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20110909025753","1GB","","Blank"
"Samsung DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20110909040618","1GB","","Blank"
"Samsung DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FBD","osst-20110909044927","1GB","","Blank"
"Samsung DDR2 Server 2GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20110909071108","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-4200E 533MHZ  DRAM Memory Module ECC","osst-20110909071409","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-5300E 667MHZ  DRAM Memory Module ECC","osst-20110909071549","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-6400E 800MHZ  DRAM Memory Module ECC","osst-20110909071746","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110909072108","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20110909072253","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20110909072519","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20110909072700","2GB","","Blank"
"Elpida DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC REG ","osst-20110909072812","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimn","osst-20110909073315","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimn","osst-20110909073547","2GB","","Blank"
"Samsung DDR2 Server 2GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimn","osst-20110909073717","2GB","","Blank"
"Elpida DDR3 2GB PC3-10600E 1333MHZ Server DRAM Memory ECC REG","osst-20110909074057","2GB","","Blank"
"Samsung DDR2 Server 4GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110909074101","4GB","","Blank"
"Samsung DDR2 Server 4GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20110909074325","4GB","","Blank"
"Samsung DDR2 Server 4GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20110909074701","4GB","","Blank"
"Samsung DDR2 Server 4GB PC2-6400R 800MHZ  DRAM Memory Module ECC REG","osst-20110909075005","4GB","","Blank"
"Samsung DDR2 Server 4GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimn","osst-20110909075249","4GB","","Blank"
"Samsung DDR2 Server 4GB PC2-6400F 800MHZ  DRAM Memory Module FB Dimn","osst-20110909075959","4GB","","Blank"
"Samsung DDR2 Server 4GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimn","osst-20110909080217","4GB","","Blank"
"Qimonda DDR2 Server 512MB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20110909083039","512MB","","Blank"
"Qimonda DDR2 Server 512MB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20110909083237","512MB","","Blank"
"Qimonda DDR2 Server 512MB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20110909083512","512MB","","Blank"
"Elpida DDR3 4GB PC3-10600E 1333MHZ Server DRAM Memory ECC REG","osst-20110909090509","4GB","","Blank"
"Qimonda DDR2 Server 512MB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20110913023002","512MB","","Blank"
"Qimonda DDR2 Server 512MB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20110913023205","512MB","","Blank"
"Qimonda DDR2 Server 512MB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm","osst-20110913023445","512MB","","Blank"
"Qimonda DDR2 Server 512MB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm","osst-20110913024140","512MB","","Blank"
"Qimonda DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20110913024644","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20110916074727","1GB","","Blank"
"Elpida DDR3 4GB PC3-8500R 1066MHZ  Server RAM DRAM ECC REG","osst-20110916080516","4GB","","Blank"
"Micron DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110916081806","1GB","","Blank"
"Micron DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110916083050","1GB","","Blank"
"Micron DDR3 1GB PC3-10600 1333MHZ Server RAM Dram ECC REG","osst-20110916083429","1GB","","Blank"
"Micron DDR3 1GB PC3-8500 1066 Server RAM Dram ECC REG","osst-20110916084221","1GB","","Blank"
"Micron DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110916084500","2GB","","Blank"
"Micron DDR3 2GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110916084737","2GB","","Blank"
"Micron DDR3 2GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110916085231","2GB","","Blank"
"Micron DDR3 2GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110916085453","2GB","","Blank"
"Micron DDR3 4GB  PC3-8500R 1066MHZ  Server RAM Dram ECC REG ","osst-20110916085701","4GB","","Blank"
"Micron DDR3 4GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110916085920","4GB","","Blank"
"Nanya DDR3 4GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110916091626","4GB","","Nanya"
"Nanya DDR3 4GB  PC3-8500R 1066MHZ  Server RAM Dram ECC REG ","osst-20110916092220","4GB","","Nanya"
"Nanya DDR3 2GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110916093023","2GB","","Nanya"
"Nanya  DDR3 2GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110916093643","2GB","","Nanya"
"Nanya DDR3 2GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110916094241","2GB","","Nanya"
"Nanya DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110916094748","2GB","","Nanya"
"Nanya DDR3 1GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110916095111","1GB","","Nanya"
"Nanya DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110916100137","1GB","","Nanya"
"Nanya DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110916100613","1GB","","Nanya"
"Nanya DDR3 1GB PC3-10600E 1333MHZ Server RAM Dram ECC REG","osst-20110919022537","1GB","","Nanya"
"Hynix DDR3 1GB PC3-10600E 1333MHZ Server RAM Dram ECC REG","osst-20110919023222","1GB","","Blank"
"Hynix DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110919024640","1GB","","Blank"
"Hynix DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110919025348","1GB","","Blank"
"Hynix DDR3 1GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110919025713","1GB","","Blank"
"Hynix  DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110920081516","2GB","","Blank"
"Hynix  DDR3 2GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110920081825","2GB","","Blank"
"Hynix  DDR3 2GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110920082517","2GB","","Blank"
"Hynix DDR3 2GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110920082740","2GB","","Blank"
"Hynix  DDR3 4GB  PC3-8500R 1066MHZ  Server RAM Dram ECC REG ","osst-20110920082942","4GB","","Blank"
"Hynix  DDR3 4GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110920083224","4GB","","Blank"
"Qimonda  DDR3 4GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110920083507","4GB","","Blank"
"Qimonda   DDR3 4GB  PC3-8500R 1066MHZ  Server RAM Dram ECC REG ","osst-20110920083859","4GB","","Blank"
"Qimonda  DDR3 2GB PC3-10600 1333MHZ  Server RAM Dram ECC REG","osst-20110920084218","2GB","","Blank"
"Qimonda  DDR3 2GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110920084624","2GB","","Blank"
"Qimonda DDR3 2GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110920085049","2GB","","Blank"
"Qimonda  DDR3 2GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110920085328","2GB","","Blank"
"Qimonda DDR3 1GB PC3-8500 1066MHZ Server RAM Dram ECC REG","osst-20110920085559","1GB","","Blank"
"Qimonda  DDR3 1GB PC3-10600E 1333MHZ  Server DRAM Memory ECC","osst-20110920085852","1GB","","Blank"
"Qimonda DDR3 1GB PC3-8500E 1066MHZ Server DRAM Memory ECC","osst-20110920090413","1GB","","Blank"
"Qimonda DDR3 1GB PC3-10600E 1333MHZ Server RAM Dram ECC REG","osst-20110920090610","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111028080005","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111028080827","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111028081514","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC","osst-20111028082104","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111028082323","1GB","","Blank"
"Qimonda DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111028083124","1GB","","Blank"
"Nanya DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111031021523","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111031023600","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-3200R400MHZ  DRAM Memory Module ECC REG ","osst-20111031023927","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG ","osst-20111031025542","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG ","osst-20111031030204","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111031030407","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111031030741","1GB","","Nanya"
"Nanya DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20111031031135","1GB","","Nanya"
"Micron DDR2 Server 1GB PC2-3200E 400MHZ  DRAM Memory Module ECC ","osst-20111031031339","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-4200E 533MHZ  DRAM Memory Module ECC ","osst-20111031031831","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-5300E 667MHZ  DRAM Memory Module ECC ","osst-20111103021750","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG ","osst-20111103022009","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG ","osst-20111103022453","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG ","osst-20111103023111","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG ","osst-20111103023301","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111103023318","1GB","","Blank"
"Micron DDR2 Server 1GB PC2-4200F 533MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111103023807","1GB","","Blank"
"Infineon DDR2 Server 1GB PC2-5300F 667MHZ  DRAM Memory Module FB Dimm FBD ","osst-20111103024139","1GB","","Blank"
"Infineon DDR2 Server 1GB PC2-5300R 667MHZ  DRAM Memory Module ECC REG","osst-20111103041424","1GB","","Blank"
"Infineon DDR2 Server 1GB PC2-4200R 533MHZ  DRAM Memory Module ECC REG","osst-20111103041953","1GB","","Blank"
"Infineon DDR2 Server 1GB PC2-3200R 400MHZ  DRAM Memory Module ECC REG","osst-20111103042132","1GB","","Blank"
